Truth,Decoded
Si grazie e arrivederci,pero e io io
Le auguro una buona giornata,due io lo
Buongiorno io sono Mario,tu e lo
Buonasera io sono Mario,tu e a lo
Piacere Luigi come stai,tu e io
Tutto bene tu,un io
Salve quanto costa quell articolo,e e e lo
E in offerta costa dieci euro,e e a certo
Tutto bene grazie,a lo
Prendiamo un caffe al bar,tu bene
"Certo volentieri, io lo prendero macchiato",e a a certo
A che ora arriva il pullman,tu bene
Dovrebbe arrivare tra qualche minuto,tu a bene
Quanto costa il biglietto,tu lo
Purtroppo non lo so pero potresti chiedere all autista,pero ora costa due lo
Va bene grazie lo stesso,tu a bene
Prego,tutto
Perfetto vorrei comprarne due.,a e io lo
Certo ecco a lei vuole un sacchetto,e e a io certo
Si grazie e arrivederci,a a lo
Le auguro una buona giornata,tu lo
Buongiorno io sono Mario,tu a io bene
Buonasera io sono Mario,tu e a lo
Piacere Luigi come stai,due a io lo
Tutto bene tu,tu io
Salve quanto costa quell articolo,tu e io lo
E in offerta costa dieci euro,tu a io lo
Tutto bene grazie,tu lo
Prendiamo un caffe al bar,tu a io
"Certo volentieri, io lo prendero macchiato",certo ora ora certo
A che ora arriva il pullman,tu lo
Dovrebbe arrivare tra qualche minuto,tu a io
