Truth,Decoded
Le auguro una buona giornata,tu e a io e io
Prendiamo un caffe al bar,tu a io e io
A che ora arriva il pullman,a a io e io
Purtroppo non lo so pero potresti chiedere all autista,certo io io a due io
"Certo volentieri, io lo prendero macchiato",certo io io due io
Tutto bene grazie,tu e e io
Buongiorno io sono Mario,tu a io e io
Certo ecco a lei vuole un sacchetto,e a io un io
Tutto bene tu,tu e e io
Quanto costa il biglietto,e a e io
A che ora arriva il pullman,tu a io e io
Prego,tutto e io
Buongiorno io sono Mario,certo a un io
Piacere Luigi come stai,e e io un io
Tutto bene grazie,e a un io
Si grazie e arrivederci,certo a un io
